plaza;estrato;Sexo;Edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;p38;LARRETA;MANES;VIDAL;CFK;SCIOLI;MACRI;MASSA;BULLRICH;MILEI;LOUSTEAU;KICILLOF;SANTILLI;zona;weight
Gba;2;Mujer;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Seguro lo votaría;Podría llegar a votarlo;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Indeciso;Indeciso;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Javier Milei por Avanza Libertad;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Sergio Massa por el Frente de Todos;Javier Milei de Avanza Libertad;Mala;Mala;Mala;Buena;Buena;Muy mala;Mala;Ns/Nc;Buena;Ns/Nc;Buena;Mala;Carolina Píparo por la Libertad Avanza;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Negativa;Ns Nr;Positiva;Ns Nr;Positiva;Negativa;AMBA;0.711
Gba;2;Mujer;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;No sabe/ no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Podría llegar a votarlo;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Otro candidato;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Ninguno de los dos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Buena;Mala;Buena;Mala;Mala;Buena;Mala;Mala;Ns/Nc;Mala;Mala;Florencio Randazzo por el peronismo federal;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Positiva;Negativa;Negativa;Ns Nr;Negativa;Negativa;AMBA;0.711
Gba;2;Mujer;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;No sabe;Nunca lo votaría;El Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Ninguno de los dos;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Ninguno de los dos;Mala;Ns/Nc;Ns/Nc;Buena;Ns/Nc;Mala;Mala;Ns/Nc;Mala;Ns/Nc;Mala;Ns/Nc;Fernando Burlando por la Libertad Avanza;No sabe;Ninguna;Negativa;Ns Nr;Ns Nr;Positiva;Ns Nr;Negativa;Negativa;Ns Nr;Negativa;Ns Nr;Negativa;Ns Nr;AMBA;0.711
Gba;2;Mujer;Entre 30 y 49 años;Nivel Secundario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;No sabe/ no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Frente de Todos de Cristina y Alberto Fernández;Daniel Scioli por el Frente de Todos;Daniel Scioli por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Buena;Mala;Buena;Mala;Buena;Mala;Mala;Mala;Buena;Mala;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Ns Nr;Positiva;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Positiva;Negativa;AMBA;0.711
Gba;2;Mujer;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;No sabe/ no tiene opinión formada;Un liderazgo firme y capaz de imponer sus ideas;No sabe/ no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Otro candidato;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Ninguno de los dos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Mala;Buena;Mala;Mala;Buena;Mala;Mala;Ns/Nc;Buena;Ns/Nc;Axel Kicillof por el Frente de Todos;No sabe;Pocas;Negativa;Ns Nr;Negativa;Positiva;Negativa;Negativa;Positiva;Negativa;Negativa;Ns Nr;Positiva;Ns Nr;AMBA;0.711
Gba;2;Mujer;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;No sabe // no tiene opinión formada;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Mala;Ns/Nc;Mala;Mala;Buena;Mala;Buena;Mala;Buena;Ns/Nc;Buena;Mala;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Ns Nr;Negativa;Negativa;Positiva;Negativa;Positiva;Negativa;Positiva;Ns Nr;Positiva;Negativa;AMBA;0.711
La Plata;4;Mujer;Entre 18 y 29 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Podría llegar a votarlo;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Esta indeciso;Patricia Bullrich por Juntos por el Cambio;Patricia Bullrich por Juntos por el Cambio;Patricia Bullrich por Juntos por el Cambio;Patricia Bullrich por Juntos por el Cambio;Indeciso;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Ninguno de los dos;Mala;Buena;Buena;Muy mala;Muy mala;Mala;Muy mala;Buena;Mala;Buena;Mala;Ns/Nc;Martín Tetaz por Juntos;Mauricio Macri y Miguel Pichetto;Muchas;Negativa;Positiva;Positiva;Negativa;Negativa;Negativa;Negativa;Positiva;Negativa;Positiva;Negativa;Ns Nr;Grandes;0.876652
Gba;2;Mujer;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Podría llegar a votarlo;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Mala;Buena;Buena;Muy mala;Buena;Muy mala;Mala;Ns/Nc;Buena;Ns/Nc;Axel Kicillof por el Frente de Todos;Mauricio Macri y Miguel Pichetto;Algunas;Negativa;Ns Nr;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Ns Nr;Positiva;Ns Nr;AMBA;0.711
La Plata;4;Hombre;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Mala;Mala;Muy buena;Buena;Muy mala;Buena;Muy mala;Muy mala;Muy mala;Buena;Mala;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Positiva;Negativa;Grandes;0.917
Gba;2;Hombre;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;No sabe/ no tiene opinión formada;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;El peronismo no kirchnerista de Schiaretti y Urtubey;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Juan Schiaretti por el peronismo federal;Juan Schiaretti por el peronismo federal;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Muy mala;Mala;Buena;Muy mala;Buena;Muy mala;Mala;Muy mala;Mala;Mala;Florencio Randazzo por el peronismo federal;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Ns Nr;Negativa;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;AMBA;0.711
La Plata;4;Hombre;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Podría llegar a votarlo;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Otro candidato;Daniel Scioli por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Mala;Muy mala;Buena;Buena;Muy mala;Mala;Muy mala;Muy mala;Mala;Buena;Mala;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Negativa;Grandes;0.917
Gba;2;Mujer;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;No sabe/ no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Daniel Scioli por el Frente de Todos;Daniel Scioli por el Frente de Todos;Otro candidato;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Mala;Buena;Buena;Mala;Buena;Mala;Mala;Ns/Nc;Mala;Buena;Florencio Randazzo por el peronismo federal;Alberto Fernández y Cristina Kirchner;Ninguna;Negativa;Ns Nr;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Ns Nr;Negativa;Positiva;AMBA;0.711
La Plata;4;Hombre;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo que genere diálogo y  consensos ;No, no es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Horacio Rodríguez Larreta por Juntos por el Cambio;Javier Milei de Avanza Libertad;Horacio Rodríguez Larreta por Juntos por el Cambio;Javier Milei de Avanza Libertad;Mala;Mala;Mala;Mala;Mala;Buena;Mala;Mala;Buena;Mala;Mala;Ns/Nc;José Luis Espert por la Libertad Avanza ;No sabe;Muchas;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Negativa;Negativa;Positiva;Negativa;Negativa;Ns Nr;Grandes;0.917
Gba;2;Hombre;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;No sabe/ no tiene opinión formada;No sabe;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Mala;Ns/Nc;Ns/Nc;Mala;Mala;Mala;Mala;Ns/Nc;Buena;Ns/Nc;Mala;Mala;Indeciso;No sabe;Pocas;Negativa;Ns Nr;Ns Nr;Negativa;Negativa;Negativa;Negativa;Ns Nr;Positiva;Ns Nr;Negativa;Negativa;AMBA;0.711
Gba;2;Mujer;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Seguro lo votaría;Podría llegar a votarlo;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Daniel Scioli por el Frente de Todos;Sergio Massa por el Frente de Todos;Otro candidato;Otro candidato;Otro candidato;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Mala;Mala;Mala;Muy buena;Buena;Mala;Mala;Mala;Mala;Mala;Mala;Mala;Indeciso;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;AMBA;0.711
Gba;2;Hombre;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Mala;Buena;Buena;Mala;Buena;Mala;Mala;Mala;Buena;Mala;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Ns Nr;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Positiva;Negativa;AMBA;0.711
La Plata;4;Hombre;Entre 30 y 49 años;Nivel Secundario, ya sea completo o incompleto;No sabe/ no tiene opinión formada;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Nunca lo votaría;Esta indeciso;Myriam Bregman por el Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Myriam Bregman por el Frente de Izquierda;Cristina Kirchner  por el Frente de Todos;Myriam Bregman por el Frente de Izquierda;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Muy mala;Muy mala;Buena;Buena;Muy mala;Buena;Muy mala;Mala;Muy mala;Buena;Buena;Néstor Pitrola por el Frente de Izquierda;No sabe;Algunas;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Positiva;Positiva;Grandes;0.917
Gba;2;Mujer;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Otro candidato;Otro candidato;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Otro candidato;Indeciso;Indeciso;Horacio Rodríguez Larreta por Juntos por el Cambio;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Mala;Buena;Mala;Mala;Buena;Mala;Ns/Nc;Ns/Nc;Buena;Ns/Nc;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Ns Nr;Negativa;Positiva;Negativa;Negativa;Positiva;Negativa;Ns Nr;Ns Nr;Positiva;Ns Nr;AMBA;0.711
Gba;2;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Mala;Mala;Buena;Buena;Buena;Mala;Ns/Nc;Ns/Nc;Muy buena;Mala;Buena;Ns/Nc;Carolina Píparo por la Libertad Avanza;Mauricio Macri y Miguel Pichetto;Pocas;Negativa;Negativa;Positiva;Positiva;Positiva;Negativa;Ns Nr;Ns Nr;Positiva;Negativa;Positiva;Ns Nr;AMBA;0.711
Gba;2;Hombre;Entre 30 y 49 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;En Blanco;En blanco;En blanco;En blanco;En blanco;En blanco;Indeciso;Indeciso;Ninguno de los dos;Ninguno de los dos;Mala;Ns/Nc;Mala;Mala;Mala;Mala;Mala;Mala;Mala;Mala;Mala;Mala;Indeciso;Juan José Gómez Centurión;Ninguna;Negativa;Ns Nr;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;AMBA;0.711
Gba;2;Hombre;Entre 18 y 29 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Mala;Muy mala;Mala;Mala;Mala;Muy mala;Mala;Mala;Buena;Ns/Nc;Mala;Mala;Indeciso;No sabe;Pocas;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Ns Nr;Negativa;Negativa;AMBA;0.711
Gba;2;Mujer;Entre 30 y 49 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;No, no es un impedimento;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Sergio Massa por el Frente de Todos;Javier Milei de Avanza Libertad;Mala;Buena;Muy mala;Muy mala;Ns/Nc;Mala;Buena;Buena;Muy buena;Ns/Nc;Mala;Ns/Nc;Indeciso;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Positiva;Negativa;Negativa;Ns Nr;Negativa;Positiva;Positiva;Positiva;Ns Nr;Negativa;Ns Nr;AMBA;0.711
